Timestamp,1. Please select your Gender.,2. What is your age?,3. Please select your education level?,4. What is your marital status?,5. Where do you live in?,6. How long do you sleep?,7. What is your profession?,8. What are the gadgets you are using (multiple response)?,9. What type of talking device do you have?,"10. Before COVID-19, how long were you using Phone per day?","11. During COVID-19 (2020-2022), how long were you using Phone per day?","12. Since 2023, how long have you been using Phone per day?",13. What type of internet connection do you use?,"14a. Before COVID-19, how long did you use the internet per day?","14b. During COVID-19 (2020-2022), how long did you use the internet per day?","14c. Starting from 2023, how long did you use the internet per day?","15a. Before COVID-19, how long did you use Computer (laptop/desktop) per day?","15b. During COVID-19 (2020-2022), how long did you use Computer (laptop/desktop) per day?","15c. Starting from 2023, how long did you use Computer (laptop/desktop) per day?",16. Are you using internet in your computer?,"17. Before COVID-19, how many hours of internet per day you used in computer?","18. During COVID-19 (2020-2022), how many hours of internet per day you used in computer?","19. Starting from 2023, how many hours of internet per day you used in computer?",20. Do you feel like any physical & mental changes due to use of internet? Check all that apply.,21. Do you think that during COVID-19 period online use has increased?,22. Which purpose you are using online?,23. Which type of family do you come from?,24. Are you currently living with family?,25. Do you like to do physical exercise?,26. Are you a smoker?,"27.  ""I like most parts of my personality.""","28. ""When I look at the story of my life, I am pleased with how things have turned out so far.""","29. ""Some people wander aimlessly through life, but I am not one of them.""","30. ""The demands of everyday life often get me down.""","31. ""In many ways I feel disappointed about my achievements in life.""","32. ""Maintaining close relationships has been difficult and frustrating for me.""","33. ""I live life one day at a time and don't really think about the future.""","34. ""In general, I feel I am in charge of the situation in which I live.""","35. ""I am good at managing the responsibilities of daily life.""","36. ""I sometimes feel as if I've done all there is to do in life.""","37. ""For me, life has been a continuous process of learning, changing, and growth.""","38. ""I think it is important to have new experiences that challenge how I think about myself and the world.""","39. ""People would describe me as a giving person, willing to share my time with others.""","40. ""I gave up trying to make big improvements or changes in my life a long time ago""","41. ""I tend to be influenced by people with strong opinions""","42. . ""I have not experienced many warm and trusting relationships with others.""","43. ""I have confidence in my own opinions, even if they are different from the way most other people think.""","44. ""I judge myself by what I think is important, not by the values of what others think is important.""",Comments / Suggestions
1/11/2024 20:15:10,Male,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC, Laptop",Smart phone,4-8 Hours,8- 11 hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,> 10 hours,1-5 hours,8- 11 hours,Above 11 hours,8- 11 hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Concentration breaks, Headache, Sleep disorder, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Gaming, Social media",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 20:15:48,Male,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab, PC, Laptop",Smart phone,4-8 Hours,8- 11 hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,1-5 hours,4-8 Hours,8- 11 hours,4-8 Hours,Yes,1-5 hours,5-10 hours,1-5 hours,"Depression, Concentration breaks, Decreased attention, Eye sight problem",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 20:16:02,Male,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC",Smart phone,0- 4 hours,4-8 Hours,0- 4 hours,Broad band,5-10 hours,> 10 hours,5-10 hours,4-8 Hours,8- 11 hours,4-8 Hours,Yes,1-5 hours,> 10 hours,1-5 hours,"Anxiety, Depression, Sleep disorder",Yes,"Educational, Gaming, Shopping",Nuclear family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 20:20:54,Male,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Cell phone,0- 4 hours,Above 11 hours,8- 11 hours,Broad band,1-5 hours,> 10 hours,> 10 hours,0- 4 hours,0- 4 hours,4-8 Hours,Yes,< 1 hour,< 1 hour,5-10 hours,"Anxiety, Headache, Sleep disorder, Decreased attention, Hearing loss, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 20:23:09,Female,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,"Student, Self-employed","Smartphone, Laptop","Cell phone, Smart phone",8- 11 hours,Above 11 hours,0- 4 hours,"Broad band, Mobile data",5-10 hours,> 10 hours,1-5 hours,0- 4 hours,8- 11 hours,0- 4 hours,Yes,< 1 hour,1-5 hours,< 1 hour,,Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, Others",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 20:24:20,,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab, Laptop",Smart phone,4-8 Hours,8- 11 hours,8- 11 hours,Broad band,1-5 hours,5-10 hours,5-10 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,< 1 hour,1-5 hours,1-5 hours,"Anxiety, Insomnia, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Hearing loss, Eye sight problem, Eye itch or other discomfort",Yes,"Educational, Gaming, Social media, Shopping, News, Official, Others",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 20:30:34,Male,24.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab, PC",Smart phone,0- 4 hours,4-8 Hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,,0- 4 hours,4-8 Hours,Yes,< 1 hour,1-5 hours,1-5 hours,"Shortness of Temper, Discomfort in face to face communication",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 20:37:14,Male,19.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,"Student, Education-related position","Smartphone, PC",Smart phone,4-8 Hours,8- 11 hours,4-8 Hours,"Broad band, Mobile data",5-10 hours,> 10 hours,5-10 hours,8- 11 hours,Above 11 hours,4-8 Hours,Yes,1-5 hours,> 10 hours,5-10 hours,"Anxiety, Depression, Concentration breaks, Headache, Shortness of Temper, Decreased attention, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Gaming, Social media, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 20:43:14,Female,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Tab, Laptop",Smart phone,0- 4 hours,8- 11 hours,4-8 Hours,Broad band,< 1 hour,5-10 hours,5-10 hours,4-8 Hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,1-5 hours,5-10 hours,"Concentration breaks, Discomfort in face to face communication, Decreased attention",Yes,"Educational, Messaging, Video, Social media, Shopping, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 20:48:01,Male,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,5-10 hours,5-10 hours,Concentration breaks,Yes,"Educational, Messaging, Video, Gaming, Social media, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 21:13:19,Male,26.0,Graduate University (M.Sc./MBA/MPhil etc),Married,Urban area,Less than 6 hours,"Officer/Staff/Service holder, Education-related position","Smartphone, PC, Laptop",Smart phone,0- 4 hours,4-8 Hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,5-10 hours,1-5 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,1-5 hours,5-10 hours,,Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 21:18:26,Male,24.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC, Laptop",Smart phone,0- 4 hours,8- 11 hours,4-8 Hours,"Broad band, Mobile data",< 1 hour,5-10 hours,1-5 hours,0- 4 hours,8- 11 hours,4-8 Hours,Yes,< 1 hour,1-5 hours,1-5 hours,"Concentration breaks, Headache, Shortness of Temper, Decreased attention, Eye sight problem",Yes,"Educational, Messaging, Video, Gaming, Social media",Nuclear family,No,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 21:24:48,Male,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Concentration breaks, Sleep disorder, Eye sight problem",Yes,"Educational, Messaging, Video, Social media, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 21:43:07,Male,26.0,Graduate University (M.Sc./MBA/MPhil etc),Unmarried,Urban area,Above 6 hours,"Student, Others","Smartphone, PC","Smart phone, Others (Tablet, notebook etc.)",4-8 Hours,Above 11 hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,> 10 hours,> 10 hours,0- 4 hours,4-8 Hours,8- 11 hours,Yes,1-5 hours,> 10 hours,> 10 hours,,Yes,"Educational, Messaging, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 21:43:25,Male,20.0,College (H.S.C.),Unmarried,Urban area,Above 6 hours,"Student, Self-employed","Smartphone, Tab, PC, Laptop",Smart phone,,4-8 Hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,> 10 hours,1-5 hours,0- 4 hours,Above 11 hours,4-8 Hours,Yes,1-5 hours,> 10 hours,5-10 hours,Concentration breaks,Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 21:53:23,Female,23.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Officer/Staff/Service holder,"Smartphone, Laptop",Smart phone,4-8 Hours,4-8 Hours,8- 11 hours,"Broad band, Mobile data",1-5 hours,> 10 hours,5-10 hours,0- 4 hours,8- 11 hours,4-8 Hours,Yes,1-5 hours,> 10 hours,5-10 hours,"Insomnia, Concentration breaks, Sleep disorder, Eye sight problem",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Joint family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 22:10:55,Male,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,Above 11 hours,4-8 Hours,"Broad band, Mobile data",5-10 hours,> 10 hours,5-10 hours,0- 4 hours,0- 4 hours,4-8 Hours,Yes,1-5 hours,< 1 hour,5-10 hours,"Anxiety, Depression, Concentration breaks",Yes,"Educational, Messaging, Video, Gaming, Social media",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 22:18:26,Male,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,"Student, Self-employed","Smartphone, Laptop",Smart phone,0- 4 hours,0- 4 hours,0- 4 hours,"Broad band, Mobile data",> 10 hours,> 10 hours,> 10 hours,8- 11 hours,8- 11 hours,8- 11 hours,Yes,5-10 hours,5-10 hours,> 10 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Sleep disorder, Eye itch or other discomfort",No,"Educational, Messaging, Social media, Official",Nuclear family,No,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 22:23:23,Female,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Tab, PC","Others (Tablet, notebook etc.)",4-8 Hours,8- 11 hours,0- 4 hours,wifi,5-10 hours,5-10 hours,1-5 hours,0- 4 hours,0- 4 hours,4-8 Hours,Yes,< 1 hour,< 1 hour,1-5 hours,"Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Eye sight problem, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Social media, Shopping, News",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 22:36:53,Male,27.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Officer/Staff/Service holder,"Smartphone, Laptop",Smart phone,4-8 Hours,4-8 Hours,4-8 Hours,Broad band,5-10 hours,5-10 hours,5-10 hours,4-8 Hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Insomnia, Headache, Eye sight problem, Eye itch or other discomfort",Yes,"Educational, Messaging, Gaming, Social media, Official",Nuclear family,Yes,No,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 22:52:52,Male,23.0,Undergraduate University (B.Sc./B.A./etc),,Urban area,Above 6 hours,Student,"Smartphone, PC",Smart phone,0- 4 hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,1-5 hours,4-8 Hours,4-8 Hours,8- 11 hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Concentration breaks, Shortness of Temper",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, Others",Nuclear family,Yes,No,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 22:53:47,Female,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab, Laptop","Smart phone, Others (Tablet, notebook etc.)",4-8 Hours,8- 11 hours,4-8 Hours,"Broad band, Mobile data",5-10 hours,> 10 hours,5-10 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Concentration breaks, Eye sight problem",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 23:01:50,Male,29.0,Graduate University (M.Sc./MBA/MPhil etc),Unmarried,Urban area,Less than 6 hours,Officer/Staff/Service holder,"Smartphone, Laptop",Smart phone,0- 4 hours,0- 4 hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,1-5 hours,1-5 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Headache, Sleep disorder, Decreased attention",No,"Educational, Messaging, Video, Social media, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 23:12:14,Male,23.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,PC,Cell phone,0- 4 hours,0- 4 hours,0- 4 hours,Broad band,5-10 hours,5-10 hours,5-10 hours,4-8 Hours,8- 11 hours,4-8 Hours,Yes,5-10 hours,5-10 hours,5-10 hours,"Depression, Others",Yes,"Educational, Messaging, Gaming, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 23:23:06,Male,25.0,Graduate University (M.Sc./MBA/MPhil etc),Unmarried,Urban area,Less than 6 hours,"Officer/Staff/Service holder, Job candidate","Smartphone, PC",Smart phone,8- 11 hours,Above 11 hours,8- 11 hours,Broad band,5-10 hours,> 10 hours,5-10 hours,4-8 Hours,Above 11 hours,Above 11 hours,Yes,1-5 hours,> 10 hours,> 10 hours,"Anxiety, Depression, Shortness of Temper, Hearing loss",Yes,"Educational, Messaging, Video, Social media, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 23:48:53,Male,23.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop, Smart Watch (Amazfit NEO), ",Smart phone,4-8 Hours,4-8 Hours,4-8 Hours,Broad band,5-10 hours,5-10 hours,5-10 hours,4-8 Hours,8- 11 hours,4-8 Hours,Yes,5-10 hours,,5-10 hours,,Yes,"Educational, Video, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 23:51:25,Male,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab, PC, Laptop, ",Smart phone,8- 11 hours,Above 11 hours,4-8 Hours,"Broad band, Mobile data",5-10 hours,> 10 hours,5-10 hours,0- 4 hours,0- 4 hours,8- 11 hours,Yes,< 1 hour,1-5 hours,5-10 hours,,Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 23:54:32,Female,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,Above 11 hours,8- 11 hours,"Broad band, Mobile data",5-10 hours,> 10 hours,5-10 hours,0- 4 hours,0- 4 hours,4-8 Hours,Yes,1-5 hours,1-5 hours,5-10 hours,"Depression, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Eye sight problem, Others",Yes,"Educational, Messaging, Video, Gaming, Shopping, News, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 23:57:57,Male,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Laptop","Smart phone, Others (Tablet, notebook etc.)",Above 11 hours,Above 11 hours,Above 11 hours,"Broad band, Mobile data",> 10 hours,> 10 hours,> 10 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,< 1 hour,< 1 hour,1-5 hours,"Insomnia, Sleep disorder",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 0:00:26,Male,24.0,College (H.S.C.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, PC",Smart phone,0- 4 hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,1-5 hours,5-10 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,< 1 hour,5-10 hours,5-10 hours,"Anxiety, Depression, Concentration breaks",No,"Educational, Gaming, Social media",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 0:01:50,Male,24.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Job candidate,"Smartphone, PC, Laptop",Smart phone,0- 4 hours,0- 4 hours,0- 4 hours,Broad band,5-10 hours,> 10 hours,> 10 hours,0- 4 hours,Above 11 hours,Above 11 hours,Yes,1-5 hours,> 10 hours,> 10 hours,"Anxiety, Depression, Concentration breaks, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Hearing loss, Eye sight problem, Others",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/12/2024 0:06:39,Male,23.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC, Laptop",Smart phone,4-8 Hours,4-8 Hours,4-8 Hours,Broad band,> 10 hours,> 10 hours,5-10 hours,0- 4 hours,Above 11 hours,0- 4 hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Discomfort in face to face communication, Decreased attention, Eye sight problem",Yes,"Educational, Messaging, Video, Gaming, Social media, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 0:15:19,Female,19.0,College (H.S.C.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC, Laptop",Smart phone,0- 4 hours,8- 11 hours,4-8 Hours,Broad band,1-5 hours,5-10 hours,1-5 hours,0- 4 hours,8- 11 hours,4-8 Hours,Yes,1-5 hours,5-10 hours,1-5 hours,"Concentration breaks, Sleep disorder, Decreased attention, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 0:46:56,Male,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC, Laptop","Cell phone, Smart phone",0- 4 hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Concentration breaks, Eye sight problem",Yes,"Educational, Messaging, Gaming, Social media, Shopping",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 0:52:31,Male,24.0,Graduate University (M.Sc./MBA/MPhil etc),Unmarried,Urban area,Less than 6 hours,Education-related position,"Smartphone, PC, Laptop",Smart phone,0- 4 hours,0- 4 hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,5-10 hours,1-5 hours,0- 4 hours,8- 11 hours,0- 4 hours,Yes,1-5 hours,5-10 hours,1-5 hours,"Insomnia, Sleep disorder, Decreased attention, Eye sight problem",Yes,"Educational, Messaging, Social media, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 1:09:26,Female,24.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC, Laptop","Cell phone, Smart phone",4-8 Hours,Above 11 hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,1-5 hours,4-8 Hours,Above 11 hours,8- 11 hours,Yes,5-10 hours,> 10 hours,5-10 hours,"Anxiety, Depression, Concentration breaks, Headache, Sleep disorder, Discomfort in face to face communication, Decreased attention, Others",Yes,"Educational, Messaging, Gaming, Social media, Shopping, News, Official",Joint family,No,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 1:13:11,Male,23.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC, Laptop","Cell phone, Smart phone, Others (Tablet, notebook etc.)",0- 4 hours,8- 11 hours,0- 4 hours,Broad band,1-5 hours,> 10 hours,5-10 hours,0- 4 hours,Above 11 hours,8- 11 hours,Yes,1-5 hours,1-5 hours,5-10 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Decreased attention",Yes,"Educational, Messaging, Video, Shopping, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 1:18:10,Male,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,8- 11 hours,4-8 Hours,Broad band,1-5 hours,5-10 hours,5-10 hours,0- 4 hours,0- 4 hours,4-8 Hours,Yes,1-5 hours,< 1 hour,5-10 hours,"Anxiety, Depression, Concentration breaks, Decreased attention",Yes,"Educational, Messaging, Video, News, Official",Nuclear family,No,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/12/2024 1:35:30,Female,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,8- 11 hours,4-8 Hours,"Broad band, Mobile data",5-10 hours,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,< 1 hour,1-5 hours,5-10 hours,"Headache, Sleep disorder, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Social media",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 1:38:01,Female,19.0,College (H.S.C.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,Above 11 hours,Above 11 hours,"Broad band, Mobile data",5-10 hours,> 10 hours,> 10 hours,4-8 Hours,Above 11 hours,Above 11 hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Eye itch or other discomfort, Others",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official, Others",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/12/2024 1:40:31,Male,24.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, PC",Smart phone,0- 4 hours,4-8 Hours,0- 4 hours,Broad band,5-10 hours,5-10 hours,5-10 hours,4-8 Hours,4-8 Hours,4-8 Hours,Yes,5-10 hours,5-10 hours,5-10 hours,"Concentration breaks, Sleep disorder",Yes,"Educational, Messaging, Video, Gaming, Social media",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 1:49:41,Male,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab, Laptop",Smart phone,0- 4 hours,4-8 Hours,4-8 Hours,Broad band,1-5 hours,5-10 hours,1-5 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 2:04:55,Female,25.0,Undergraduate University (B.Sc./B.A./etc),Married,Urban area,Above 6 hours,Student,Smartphone,Smart phone,Above 11 hours,Above 11 hours,Above 11 hours,Broad band,5-10 hours,> 10 hours,> 10 hours,0- 4 hours,4-8 Hours,0- 4 hours,Yes,< 1 hour,1-5 hours,1-5 hours,"Insomnia, Concentration breaks, Headache, Sleep disorder, Decreased attention, Eye sight problem",Yes,"Educational, Messaging, Video, Social media, News",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 2:18:07,Male,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,,4-8 Hours,Broad band,1-5 hours,5-10 hours,1-5 hours,4-8 Hours,8- 11 hours,8- 11 hours,Yes,1-5 hours,5-10 hours,5-10 hours,Shortness of Temper,Yes,"Educational, Social media",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/12/2024 3:24:44,Male,24.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab, PC, Laptop",Smart phone,4-8 Hours,8- 11 hours,8- 11 hours,"Broad band, Mobile data",> 10 hours,> 10 hours,> 10 hours,0- 4 hours,4-8 Hours,8- 11 hours,Yes,> 10 hours,> 10 hours,> 10 hours,Concentration breaks,Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official, Others",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
